Year,Month,County,Beneficiaries, Benefit_Amounts_Dollars
2013,1,Ulster,"3,200","$3,020,000 "
2013,1,Westchester,"11,700","$12,370,000 "
2013,1,Nassau,"17,900","$18,760,000 "
2013,1,Suffolk,"24,000","$24,860,000 "
2013,1,Fulton,"1,000","$1,010,000 "
2013,1,Herkimer,"1,500","$1,460,000 "
2013,1,Montgomery,"1,400","$1,400,000 "
2013,1,Oneida,"4,200","$3,960,000 "
2013,1,Otsego,"1,200","$1,130,000 "
2013,1,Schoharie,800,"$800,000 "
2013,1,Bronx,"21,900","$19,490,000 "
2013,1,Kings,"36,000","$34,670,000 "
2013,1,New York,"21,800","$23,110,000 "
2013,1,Queens,"28,900","$29,190,000 "
2013,1,Richmond,"6,100","$5,880,000 "
2013,1,Clinton,"1,800","$1,690,000 "
2013,1,Essex,800,"$740,000 "
2013,1,Franklin,"1,100","$1,060,000 "
2013,1,Hamilton,200,"$150,000 "
2013,1,Jefferson,"2,400","$2,350,000 "
2013,1,Lewis,800,"$840,000 "
2013,1,St. Lawrence,"2,200","$1,930,000 "
2013,1,Broome,"4,000","$3,490,000 "
2013,1,Chemung,"1,500","$1,500,000 "
2013,1,Chenango,"1,100","$1,120,000 "
2013,1,Delaware,800,"$840,000 "
2013,1,Schuyler,500,"$500,000 "
2013,1,Steuben,"2,200","$2,160,000 "
2013,1,Tioga,"1,000","$970,000 "
2013,1,Tompkins,900,"$900,000 "
2013,1,Allegany,900,"$860,000 "
2013,1,Cattaraugus,"2,000","$1,880,000 "
2013,1,Chautauqua,"2,800","$2,390,000 "
2013,1,Erie,"17,300","$16,160,000 "
2013,1,Niagara,"5,400","$4,680,000 "
2013,1,Out-of-State,"22,700","$27,780,000 "
2013,1,Unknown,400,"$410,000 "
2013,2,Albany,"3,600","$3,500,000 "
2013,2,Columbia,800,"$880,000 "
2013,2,Greene,"1,000","$920,000 "
2013,2,Rensselaer,"2,600","$2,640,000 "
2013,2,Saratoga,"3,200","$3,250,000 "
2013,2,Schenectady,"2,400","$2,300,000 "
2013,2,Warren,"1,700","$1,590,000 "
2013,2,Washington,"1,300","$1,260,000 "
2013,2,Cayuga,"1,600","$1,560,000 "
2013,2,Cortland,"1,000","$1,120,000 "
2013,2,Madison,"1,300","$1,310,000 "
2013,2,Onondaga,"6,800","$6,690,000 "
2013,2,Oswego,"3,000","$3,070,000 "
2013,2,Genesee,"1,300","$1,250,000 "
2013,2,Livingston,"1,400","$1,410,000 "
2013,2,Monroe,"11,200","$10,240,000 "
2013,2,Ontario,"2,000","$1,890,000 "
2013,2,Orleans,"1,000","$860,000 "
2013,2,Seneca,600,"$550,000 "
2013,2,Wayne,"2,200","$2,020,000 "
2013,2,Wyoming,"1,200","$1,130,000 "
2013,2,Yates,500,"$460,000 "
2013,2,Dutchess,"3,600","$3,770,000 "
2013,2,Orange,"4,500","$4,570,000 "
2013,2,Putnam,"1,200","$1,280,000 "
2013,2,Rockland,"2,900","$3,060,000 "
2013,2,Sullivan,"1,300","$1,220,000 "
2013,2,Ulster,"2,800","$2,820,000 "
2013,2,Westchester,"10,800","$11,350,000 "
2013,2,Nassau,"16,000","$16,540,000 "
2013,2,Suffolk,"22,300","$23,460,000 "
2013,2,Fulton,"1,000","$1,000,000 "
2013,2,Herkimer,"1,400","$1,380,000 "
2013,2,Montgomery,"1,500","$1,360,000 "
2013,2,Oneida,"3,900","$3,680,000 "
2013,2,Otsego,"1,200","$1,110,000 "
2013,2,Schoharie,800,"$760,000 "
2013,2,Bronx,"19,900","$17,900,000 "
2013,2,Kings,"32,500","$31,160,000 "
2013,2,New York,"20,200","$20,580,000 "
2013,2,Queens,"26,600","$26,440,000 "
2013,2,Richmond,"5,300","$5,160,000 "
2013,2,Clinton,"1,500","$1,500,000 "
2013,2,Essex,800,"$730,000 "
2013,2,Franklin,"1,100","$1,040,000 "
2013,2,Hamilton,200,"$140,000 "
2013,2,Jefferson,"2,500","$2,420,000 "
2013,2,Lewis,800,"$840,000 "
2013,2,St. Lawrence,"2,100","$1,930,000 "
2013,2,Broome,"3,800","$3,350,000 "
2013,2,Chemung,"1,500","$1,460,000 "
2013,2,Chenango,"1,000","$980,000 "
2013,2,Delaware,800,"$810,000 "
2013,2,Schuyler,500,"$500,000 "
2013,2,Steuben,"2,300","$2,120,000 "
2013,2,Tioga,"1,000","$940,000 "
2013,2,Tompkins,800,"$830,000 "
2013,2,Allegany,900,"$820,000 "
2013,2,Cattaraugus,"1,900","$1,780,000 "
2013,2,Chautauqua,"2,500","$2,200,000 "
2013,2,Erie,"16,200","$15,040,000 "
2013,2,Niagara,"5,200","$4,510,000 "
2013,2,Out-of-State,"21,800","$25,600,000 "
2013,2,Unknown,300,"$350,000 "
2013,3,Albany,"3,600","$3,600,000 "
2013,3,Columbia,800,"$810,000 "
2013,3,Greene,"1,000","$950,000 "
2013,3,Rensselaer,"2,500","$2,590,000 "
2013,3,Saratoga,"3,100","$3,240,000 "
2013,3,Schenectady,"2,300","$2,300,000 "
2013,3,Warren,"1,700","$1,590,000 "
2013,3,Washington,"1,300","$1,260,000 "
2013,3,Cayuga,"1,600","$1,510,000 "
2013,3,Cortland,"1,000","$1,080,000 "
2013,3,Madison,"1,300","$1,300,000 "
2013,3,Onondaga,"6,600","$6,530,000 "
2013,3,Oswego,"2,900","$2,910,000 "
2013,3,Genesee,"1,200","$1,150,000 "
2013,3,Livingston,"1,300","$1,300,000 "
2013,3,Monroe,"10,700","$10,280,000 "
2013,3,Ontario,"2,000","$1,870,000 "
2013,3,Orleans,900,"$830,000 "
2013,3,Seneca,500,"$530,000 "
2013,3,Wayne,"2,100","$1,940,000 "
2013,3,Wyoming,"1,200","$1,040,000 "
2013,3,Yates,500,"$430,000 "
2013,3,Dutchess,"3,500","$3,680,000 "
2013,3,Orange,"4,500","$4,610,000 "
2013,3,Putnam,"1,100","$1,250,000 "
2013,3,Rockland,"2,900","$3,000,000 "
2013,3,Sullivan,"1,300","$1,210,000 "
2013,3,Ulster,"2,700","$2,760,000 "
2013,3,Westchester,"10,500","$11,240,000 "
2013,3,Nassau,"15,400","$15,940,000 "
2013,3,Suffolk,"21,300","$22,540,000 "
2013,3,Fulton,"1,000","$990,000 "
2013,3,Herkimer,"1,400","$1,370,000 "
2013,3,Montgomery,"1,400","$1,340,000 "
2013,3,Oneida,"3,900","$3,720,000 "
2013,3,Otsego,"1,000","$1,030,000 "
2013,3,Schoharie,700,"$720,000 "
2013,3,Bronx,"19,300","$17,830,000 "
2013,3,Kings,"31,700","$30,910,000 "
2013,3,New York,"19,900","$20,640,000 "
2013,3,Queens,"26,000","$26,070,000 "
2013,3,Richmond,"5,100","$5,080,000 "
2013,3,Clinton,"1,700","$1,530,000 "
2013,3,Essex,800,"$710,000 "
2013,3,Franklin,"1,100","$1,050,000 "
2013,3,Hamilton,200,"$140,000 "
2013,3,Jefferson,"2,500","$2,540,000 "
2013,3,Lewis,800,"$840,000 "
2013,3,St. Lawrence,"2,200","$2,090,000 "
2013,3,Broome,"3,600","$3,300,000 "
2013,3,Chemung,"1,400","$1,380,000 "
2013,3,Chenango,"1,000","$1,000,000 "
2013,3,Delaware,800,"$790,000 "
2013,3,Schuyler,500,"$460,000 "
2013,3,Steuben,"2,000","$1,950,000 "
2013,3,Tioga,"1,000","$920,000 "
2013,3,Tompkins,800,"$820,000 "
2013,3,Allegany,800,"$780,000 "
2013,3,Cattaraugus,"1,900","$1,780,000 "
2013,3,Chautauqua,"2,400","$2,230,000 "
2013,3,Erie,"15,600","$15,060,000 "
2013,3,Niagara,"4,700","$4,280,000 "
2013,3,Out-of-State,"21,700","$25,670,000 "
2013,3,Unknown,300,"$320,000 "
2013,4,Albany,"3,600","$3,740,000 "
2013,4,Columbia,800,"$770,000 "
2013,4,Greene,"1,000","$960,000 "
2013,4,Rensselaer,"2,400","$2,480,000 "
2013,4,Saratoga,"3,000","$3,170,000 "
2013,4,Schenectady,"2,400","$2,360,000 "
2013,4,Warren,"1,600","$1,530,000 "
2013,4,Washington,"1,100","$1,120,000 "
2013,4,Cayuga,"1,500","$1,460,000 "
2013,4,Cortland,900,"$1,010,000 "
2013,4,Madison,"1,200","$1,270,000 "
2013,4,Onondaga,"6,500","$6,790,000 "
2013,4,Oswego,"2,800","$2,870,000 "
2013,4,Genesee,"1,100","$1,100,000 "
2013,4,Livingston,"1,300","$1,240,000 "
2013,4,Monroe,"11,100","$11,040,000 "
2013,4,Ontario,"1,800","$1,810,000 "
2013,4,Orleans,900,"$830,000 "
2013,4,Seneca,500,"$500,000 "
2013,4,Wayne,"2,100","$1,930,000 "
2013,4,Wyoming,"1,100","$980,000 "
2013,4,Yates,400,"$410,000 "
2013,4,Dutchess,"3,400","$3,870,000 "
2013,4,Orange,"4,900","$4,820,000 "
2013,4,Putnam,"1,200","$1,300,000 "
2013,4,Rockland,"3,200","$3,120,000 "
2013,4,Sullivan,"1,300","$1,220,000 "
2013,4,Ulster,"2,900","$2,810,000 "
2013,4,Westchester,"10,500","$11,350,000 "
2013,4,Nassau,"15,800","$16,880,000 "
2013,4,Suffolk,"21,100","$21,700,000 "
2013,4,Fulton,"1,000","$1,000,000 "
2013,4,Herkimer,"1,300","$1,340,000 "
2013,4,Montgomery,"1,300","$1,270,000 "
2013,4,Oneida,"3,800","$3,890,000 "
2013,4,Otsego,"1,000","$950,000 "
2013,4,Schoharie,700,"$690,000 "
2013,4,Bronx,"21,300","$20,050,000 "
2013,4,Kings,"35,900","$35,670,000 "
2013,4,New York,"20,600","$22,940,000 "
2013,4,Queens,"27,900","$29,370,000 "
2013,4,Richmond,"6,100","$6,010,000 "
2013,4,Clinton,"1,600","$1,630,000 "
2013,4,Essex,800,"$720,000 "
2013,4,Franklin,"1,100","$1,150,000 "
2013,4,Hamilton,200,"$170,000 "
2013,4,Jefferson,"2,600","$2,750,000 "
2013,4,Lewis,800,"$890,000 "
2013,4,St. Lawrence,"2,200","$2,280,000 "
2013,4,Broome,"3,400","$3,170,000 "
2013,4,Chemung,"1,300","$1,470,000 "
2013,4,Chenango,"1,000","$950,000 "
2013,4,Delaware,800,"$740,000 "
2013,4,Schuyler,500,"$460,000 "
2013,4,Steuben,"1,800","$1,880,000 "
2013,4,Tioga,900,"$890,000 "
2013,4,Tompkins,800,"$830,000 "
2013,4,Allegany,800,"$770,000 "
2013,4,Cattaraugus,"1,900","$1,810,000 "
2013,4,Chautauqua,"2,500","$2,240,000 "
2013,4,Erie,"16,400","$15,760,000 "
2013,4,Niagara,"5,000","$4,380,000 "
2013,4,Out-of-State,"21,600","$28,040,000 "
2013,4,Unknown,300,"$450,000 "
2013,5,Albany,"2,900","$2,730,000 "
2013,5,Columbia,500,"$520,000 "
2013,5,Greene,700,"$620,000 "
2013,5,Rensselaer,"1,800","$1,700,000 "
2013,5,Saratoga,"2,100","$2,140,000 "
2013,5,Schenectady,"1,800","$1,750,000 "
2013,5,Warren,"1,100","$830,000 "
2013,5,Washington,800,"$680,000 "
2013,5,Cayuga,"1,000","$850,000 "
2013,5,Cortland,600,"$510,000 "
2013,5,Madison,800,"$740,000 "
2013,5,Onondaga,"5,100","$4,900,000 "
2013,5,Oswego,"2,200","$1,910,000 "
2013,5,Genesee,700,"$630,000 "
2013,5,Livingston,900,"$770,000 "
2013,5,Monroe,"8,800","$8,100,000 "
2013,5,Ontario,"1,400","$1,170,000 "
2013,5,Orleans,600,"$510,000 "
2013,5,Seneca,300,"$290,000 "
2013,5,Wayne,"1,500","$1,260,000 "
2013,5,Wyoming,700,"$500,000 "
2013,5,Yates,300,"$230,000 "
2013,5,Dutchess,"2,800","$2,940,000 "
2013,5,Orange,"3,800","$3,740,000 "
2013,5,Putnam,900,"$1,000,000 "
2013,5,Rockland,"2,300","$2,500,000 "
2013,5,Sullivan,"1,000","$850,000 "
2013,5,Ulster,"2,100","$2,030,000 "
2013,5,Westchester,"8,200","$8,920,000 "
2013,5,Nassau,"12,900","$13,410,000 "
2013,5,Suffolk,"15,500","$16,140,000 "
2013,5,Fulton,700,"$640,000 "
2013,5,Herkimer,900,"$770,000 "
2013,5,Montgomery,900,"$790,000 "
2013,5,Oneida,"3,000","$2,660,000 "
2013,5,Otsego,700,"$510,000 "
2013,5,Schoharie,500,"$400,000 "
2013,5,Bronx,"17,600","$16,020,000 "
2013,5,Kings,"29,600","$28,790,000 "
2013,5,New York,"18,900","$19,780,000 "
2013,5,Queens,"23,600","$23,680,000 "
2013,5,Richmond,"4,600","$4,600,000 "
2013,5,Clinton,"1,400","$1,080,000 "
2013,5,Essex,500,"$400,000 "
2013,5,Franklin,800,"$710,000 "
2013,5,Hamilton,100,"$70,000 "
2013,5,Jefferson,"1,800","$1,730,000 "
2013,5,Lewis,500,"$490,000 "
2013,5,St. Lawrence,"1,700","$1,430,000 "
2013,5,Broome,"2,400","$2,030,000 "
2013,5,Chemung,"1,100","$1,090,000 "
2013,5,Chenango,700,"$570,000 "
2013,5,Delaware,500,"$430,000 "
2013,5,Schuyler,300,"$290,000 "
2013,5,Steuben,"1,500","$1,330,000 "
2013,5,Tioga,600,"$560,000 "
2013,5,Tompkins,600,"$550,000 "
2013,5,Allegany,600,"$510,000 "
2013,5,Cattaraugus,"1,300","$1,140,000 "
2013,5,Chautauqua,"1,800","$1,390,000 "
2013,5,Erie,"12,100","$10,850,000 "
2013,5,Niagara,"3,300","$2,710,000 "
2013,5,Out-of-State,"20,100","$24,020,000 "
2013,5,Unknown,300,"$310,000 "
2013,6,Albany,"2,700","$2,490,000 "
2013,6,Columbia,500,"$480,000 "
2013,6,Greene,600,"$520,000 "
2013,6,Rensselaer,"1,800","$1,650,000 "
2013,6,Saratoga,"2,000","$1,920,000 "
2013,6,Schenectady,"1,800","$1,650,000 "
2013,6,Warren,800,"$650,000 "
2013,6,Washington,700,"$590,000 "
2013,6,Cayuga,"1,000","$770,000 "
2013,6,Cortland,700,"$510,000 "
2013,6,Madison,800,"$690,000 "
2013,6,Onondaga,"4,900","$4,510,000 "
2013,6,Oswego,"2,000","$1,850,000 "
2013,6,Genesee,700,"$550,000 "
2013,6,Livingston,800,"$650,000 "
2013,6,Monroe,"8,500","$7,600,000 "
2013,6,Ontario,"1,200","$1,020,000 "
2013,6,Orleans,600,"$460,000 "
2013,6,Seneca,300,"$250,000 "
2013,6,Wayne,"1,300","$1,090,000 "
2013,6,Wyoming,500,"$410,000 "
2013,6,Yates,200,"$180,000 "
2013,6,Dutchess,"2,800","$2,770,000 "
2013,6,Orange,"3,700","$3,670,000 "
2013,6,Putnam,900,"$960,000 "
2013,6,Rockland,"2,300","$2,330,000 "
2013,6,Sullivan,900,"$760,000 "
2013,6,Ulster,"2,100","$1,890,000 "
2013,6,Westchester,"8,200","$8,470,000 "
2013,6,Nassau,"12,300","$12,660,000 "
2013,6,Suffolk,"15,300","$14,990,000 "
2013,6,Fulton,600,"$550,000 "
2013,6,Herkimer,800,"$640,000 "
2013,6,Montgomery,900,"$670,000 "
2013,6,Oneida,"2,700","$2,250,000 "
2013,6,Otsego,600,"$480,000 "
2013,6,Schoharie,400,"$350,000 "
2013,6,Bronx,"17,500","$15,450,000 "
2013,6,Kings,"28,700","$27,370,000 "
2013,6,New York,"18,800","$19,080,000 "
2013,6,Queens,"22,800","$22,490,000 "
2013,6,Richmond,"4,600","$4,430,000 "
2013,6,Clinton,"1,200","$970,000 "
2013,6,Essex,400,"$300,000 "
2013,6,Franklin,700,"$580,000 "
2013,6,Hamilton,0,"$40,000 "
2013,6,Jefferson,"1,600","$1,550,000 "
2013,6,Lewis,500,"$400,000 "
2013,6,St. Lawrence,"1,600","$1,320,000 "
2013,6,Broome,"2,400","$2,020,000 "
2013,6,Chemung,"1,200","$1,030,000 "
2013,6,Chenango,700,"$520,000 "
2013,6,Delaware,500,"$430,000 "
2013,6,Schuyler,300,"$240,000 "
2013,6,Steuben,"1,400","$1,190,000 "
2013,6,Tioga,600,"$530,000 "
2013,6,Tompkins,600,"$540,000 "
2013,6,Allegany,600,"$460,000 "
2013,6,Cattaraugus,"1,200","$980,000 "
2013,6,Chautauqua,"1,600","$1,300,000 "
2013,6,Erie,"12,200","$10,280,000 "
2013,6,Niagara,"3,200","$2,520,000 "
2013,6,Out-of-State,"19,700","$22,920,000 "
2013,6,Unknown,300,"$270,000 "
2013,7,Albany,"3,200","$3,210,000 "
2013,7,Columbia,600,"$620,000 "
2013,7,Greene,600,"$670,000 "
2013,7,Rensselaer,"2,100","$2,140,000 "
2013,7,Saratoga,"2,100","$2,370,000 "
2013,7,Schenectady,"2,100","$2,150,000 "
2013,7,Warren,800,"$770,000 "
2013,7,Washington,700,"$710,000 "
2013,7,Cayuga,"1,100","$1,040,000 "
2013,7,Cortland,700,"$650,000 "
2013,7,Madison,800,"$830,000 "
2013,7,Onondaga,"5,400","$5,760,000 "
2013,7,Oswego,"2,100","$2,270,000 "
2013,7,Genesee,700,"$680,000 "
2013,7,Livingston,900,"$780,000 "
2013,7,Monroe,"10,000","$10,160,000 "
2013,7,Ontario,"1,200","$1,130,000 "
2013,7,Orleans,600,"$600,000 "
2013,7,Seneca,300,"$330,000 "
2013,7,Wayne,"1,400","$1,270,000 "
2013,7,Wyoming,600,"$490,000 "
2013,7,Yates,200,"$180,000 "
2013,7,Dutchess,"3,100","$3,540,000 "
2013,7,Orange,"4,600","$4,980,000 "
2013,7,Putnam,"1,100","$1,290,000 "
2013,7,Rockland,"3,000","$3,280,000 "
2013,7,Sullivan,"1,000","$980,000 "
2013,7,Ulster,"2,500","$2,520,000 "
2013,7,Westchester,"10,000","$11,480,000 "
2013,7,Nassau,"14,400","$16,770,000 "
2013,7,Suffolk,"19,800","$22,710,000 "
2013,7,Fulton,700,"$690,000 "
2013,7,Herkimer,800,"$740,000 "
2013,7,Montgomery,900,"$910,000 "
2013,7,Oneida,"2,900","$2,730,000 "
2013,7,Otsego,700,"$620,000 "
2013,7,Schoharie,500,"$430,000 "
2013,7,Bronx,"20,700","$21,010,000 "
2013,7,Kings,"34,700","$37,700,000 "
2013,7,New York,"20,700","$24,150,000 "
2013,7,Queens,"26,000","$29,030,000 "
2013,7,Richmond,"5,900","$6,490,000 "
2013,7,Clinton,"1,200","$1,100,000 "
2013,7,Essex,300,"$320,000 "
2013,7,Franklin,700,"$680,000 "
2013,7,Hamilton,0,"$30,000 "
2013,7,Jefferson,"1,700","$1,850,000 "
2013,7,Lewis,400,"$410,000 "
2013,7,St. Lawrence,"1,600","$1,520,000 "
2013,7,Broome,"3,000","$2,600,000 "
2013,7,Chemung,"1,200","$1,140,000 "
2013,7,Chenango,700,"$640,000 "
2013,7,Delaware,500,"$520,000 "
2013,7,Schuyler,300,"$270,000 "
2013,7,Steuben,"1,300","$1,290,000 "
2013,7,Tioga,700,"$660,000 "
2013,7,Tompkins,600,"$710,000 "
2013,7,Allegany,600,"$550,000 "
2013,7,Cattaraugus,"1,200","$1,120,000 "
2013,7,Chautauqua,"2,000","$1,690,000 "
2013,7,Erie,"14,200","$13,980,000 "
2013,7,Niagara,"4,000","$3,580,000 "
2013,7,Out-of-State,"20,600","$27,420,000 "
2013,7,Unknown,300,"$330,000 "
2013,8,Albany,"2,900","$2,660,000 "
2013,8,Columbia,500,"$510,000 "
2013,8,Greene,600,"$540,000 "
2013,8,Rensselaer,"2,000","$1,780,000 "
2013,8,Saratoga,"1,900","$1,940,000 "
2013,8,Schenectady,"2,000","$1,780,000 "
2013,8,Warren,700,"$630,000 "
2013,8,Washington,700,"$580,000 "
2013,8,Cayuga,"1,000","$800,000 "
2013,8,Cortland,600,"$490,000 "
2013,8,Madison,700,"$670,000 "
2013,8,Onondaga,"5,100","$4,670,000 "
2013,8,Oswego,"1,900","$1,800,000 "
2013,8,Genesee,600,"$520,000 "
2013,8,Livingston,700,"$600,000 "
2013,8,Monroe,"9,200","$8,370,000 "
2013,8,Ontario,"1,000","$890,000 "
2013,8,Orleans,600,"$470,000 "
2013,8,Seneca,300,"$260,000 "
2013,8,Wayne,"1,200","$970,000 "
2013,8,Wyoming,500,"$370,000 "
2013,8,Yates,200,"$150,000 "
2013,8,Dutchess,"2,700","$2,810,000 "
2013,8,Orange,"4,200","$4,040,000 "
2013,8,Putnam,"1,000","$1,150,000 "
2013,8,Rockland,"2,800","$2,790,000 "
2013,8,Sullivan,900,"$820,000 "
2013,8,Ulster,"2,300","$2,060,000 "
2013,8,Westchester,"9,600","$9,820,000 "
2013,8,Nassau,"13,700","$14,510,000 "
2013,8,Suffolk,"18,800","$19,350,000 "
2013,8,Fulton,600,"$550,000 "
2013,8,Herkimer,700,"$550,000 "
2013,8,Montgomery,900,"$720,000 "
2013,8,Oneida,"2,700","$2,250,000 "
2013,8,Otsego,600,"$480,000 "
2013,8,Schoharie,400,"$290,000 "
2013,8,Bronx,"20,100","$18,340,000 "
2013,8,Kings,"33,200","$32,600,000 "
2013,8,New York,"19,800","$20,800,000 "
2013,8,Queens,"24,800","$24,740,000 "
2013,8,Richmond,"5,600","$5,750,000 "
2013,8,Clinton,"1,100","$810,000 "
2013,8,Essex,300,"$270,000 "
2013,8,Franklin,600,"$500,000 "
2013,8,Hamilton,0,"$20,000 "
2013,8,Jefferson,"1,500","$1,450,000 "
2013,8,Lewis,300,"$300,000 "
2013,8,St. Lawrence,"1,400","$1,100,000 "
2013,8,Broome,"2,500","$2,050,000 "
2013,8,Chemung,"1,000","$780,000 "
2013,8,Chenango,600,"$460,000 "
2013,8,Delaware,500,"$400,000 "
2013,8,Schuyler,200,"$190,000 "
2013,8,Steuben,"1,100","$930,000 "
2013,8,Tioga,600,"$490,000 "
2013,8,Tompkins,600,"$550,000 "
2013,8,Allegany,500,"$400,000 "
2013,8,Cattaraugus,"1,100","$910,000 "
2013,8,Chautauqua,"1,800","$1,440,000 "
2013,8,Erie,"12,900","$11,440,000 "
2013,8,Niagara,"3,700","$2,880,000 "
2013,8,Out-of-State,"19,200","$22,930,000 "
2013,8,Unknown,300,"$270,000 "
2013,9,Albany,"2,700","$2,570,000 "
2013,9,Columbia,500,"$490,000 "
2013,9,Greene,600,"$490,000 "
2013,9,Rensselaer,"1,800","$1,630,000 "
2013,9,Saratoga,"1,900","$1,970,000 "
2013,9,Schenectady,"1,800","$1,740,000 "
2013,9,Warren,700,"$640,000 "
2013,9,Washington,700,"$570,000 "
2013,9,Cayuga,900,"$750,000 "
2013,9,Cortland,500,"$480,000 "
2013,9,Madison,700,"$680,000 "
2013,9,Onondaga,"4,800","$4,670,000 "
2013,9,Oswego,"1,800","$1,710,000 "
2013,9,Genesee,600,"$550,000 "
2013,9,Livingston,600,"$550,000 "
2013,9,Monroe,"9,100","$8,320,000 "
2013,9,Ontario,900,"$910,000 "
2013,9,Orleans,600,"$460,000 "
2013,9,Seneca,300,"$260,000 "
2013,9,Wayne,"1,000","$910,000 "
2013,9,Wyoming,500,"$350,000 "
2013,9,Yates,200,"$140,000 "
2013,9,Dutchess,"2,700","$2,770,000 "
2013,9,Orange,"4,100","$3,850,000 "
2013,9,Putnam,"1,000","$1,030,000 "
2013,9,Rockland,"2,800","$2,680,000 "
2013,9,Sullivan,900,"$840,000 "
2013,9,Ulster,"2,200","$1,890,000 "
2013,9,Westchester,"9,600","$9,570,000 "
2013,9,Nassau,"13,800","$14,140,000 "
2013,9,Suffolk,"18,800","$18,080,000 "
2013,9,Fulton,600,"$600,000 "
2013,9,Herkimer,700,"$580,000 "
2013,9,Montgomery,800,"$730,000 "
2013,9,Oneida,"2,500","$2,240,000 "
2013,9,Otsego,500,"$380,000 "
2013,9,Schoharie,300,"$270,000 "
2013,9,Bronx,"20,500","$19,310,000 "
2013,9,Kings,"33,800","$33,510,000 "
2013,9,New York,"19,500","$20,970,000 "
2013,9,Queens,"25,400","$26,110,000 "
2013,9,Richmond,"5,800","$5,630,000 "
2013,9,Clinton,900,"$750,000 "
2013,9,Essex,300,"$260,000 "
2013,9,Franklin,600,"$510,000 "
2013,9,Hamilton,0,"$20,000 "
2013,9,Jefferson,"1,400","$1,520,000 "
2013,9,Lewis,300,"$300,000 "
2013,9,St. Lawrence,"1,100","$980,000 "
2013,9,Broome,"2,300","$2,010,000 "
2013,9,Chemung,900,"$790,000 "
2013,9,Chenango,500,"$420,000 "
2013,9,Delaware,400,"$340,000 "
2013,9,Schuyler,200,"$190,000 "
2013,9,Steuben,"1,000","$850,000 "
2013,9,Tioga,500,"$490,000 "
2013,9,Tompkins,500,"$500,000 "
2013,9,Allegany,400,"$360,000 "
2013,9,Cattaraugus,"1,000","$900,000 "
2013,9,Chautauqua,"1,900","$1,420,000 "
2013,9,Erie,"12,400","$11,080,000 "
2013,9,Niagara,"3,400","$2,680,000 "
2013,9,Out-of-State,"19,000","$24,020,000 "
2013,9,Unknown,300,"$270,000 "
2013,10,Albany,"2,400","$2,350,000 "
2013,10,Columbia,400,"$420,000 "
2013,10,Greene,500,"$420,000 "
2013,10,Rensselaer,"1,400","$1,390,000 "
2013,10,Saratoga,"1,800","$1,830,000 "
2013,10,Schenectady,"1,600","$1,570,000 "
2013,10,Warren,900,"$710,000 "
2013,10,Washington,700,"$550,000 "
2013,10,Cayuga,800,"$770,000 "
2013,10,Cortland,600,"$570,000 "
2013,10,Madison,700,"$660,000 "
2013,10,Onondaga,"4,500","$4,450,000 "
2013,10,Oswego,"1,700","$1,520,000 "
2013,10,Genesee,600,"$580,000 "
2013,10,Livingston,700,"$560,000 "
2013,10,Monroe,"7,900","$7,880,000 "
2013,10,Ontario,"1,000","$890,000 "
2013,10,Orleans,500,"$570,000 "
2013,10,Seneca,300,"$240,000 "
2013,10,Wayne,"1,100","$890,000 "
2013,10,Wyoming,500,"$400,000 "
2013,10,Yates,200,"$150,000 "
2013,10,Dutchess,"2,500","$2,940,000 "
2013,10,Orange,"3,200","$3,460,000 "
2013,10,Putnam,800,"$930,000 "
2013,10,Rockland,"2,100","$2,360,000 "
2013,10,Sullivan,800,"$760,000 "
2013,10,Ulster,"1,800","$1,820,000 "
2013,10,Westchester,"7,600","$8,470,000 "
2013,10,Nassau,"11,200","$12,860,000 "
2013,10,Suffolk,"15,200","$16,060,000 "
2013,10,Fulton,700,"$590,000 "
2013,10,Herkimer,700,"$600,000 "
2013,10,Montgomery,700,"$690,000 "
2013,10,Oneida,"2,500","$2,130,000 "
2013,10,Otsego,500,"$420,000 "
2013,10,Schoharie,300,"$260,000 "
2013,10,Bronx,"17,500","$16,510,000 "
2013,10,Kings,"28,600","$28,980,000 "
2013,10,New York,"17,700","$19,350,000 "
2013,10,Queens,"22,000","$23,550,000 "
2013,10,Richmond,"4,400","$4,670,000 "
2013,10,Clinton,900,"$730,000 "
2013,10,Essex,300,"$260,000 "
2013,10,Franklin,500,"$480,000 "
2013,10,Hamilton,100,"$30,000 "
2013,10,Jefferson,"1,600","$1,450,000 "
2013,10,Lewis,400,"$300,000 "
2013,10,St. Lawrence,"1,200","$980,000 "
2013,10,Broome,"2,100","$1,900,000 "
2013,10,Chemung,900,"$820,000 "
2013,10,Chenango,500,"$430,000 "
2013,10,Delaware,400,"$340,000 "
2013,10,Schuyler,200,"$210,000 "
2013,10,Steuben,"1,300","$950,000 "
2013,10,Tioga,500,"$490,000 "
2013,10,Tompkins,500,"$530,000 "
2013,10,Allegany,500,"$410,000 "
2013,10,Cattaraugus,"1,000","$850,000 "
2013,10,Chautauqua,"1,800","$1,410,000 "
2013,10,Erie,"11,200","$10,480,000 "
2013,10,Niagara,"2,900","$2,620,000 "
2013,10,Out-of-State,"18,300","$23,200,000 "
2013,10,Unknown,200,"$260,000 "
2013,11,Albany,"2,400","$2,200,000 "
2013,11,Columbia,400,"$410,000 "
2013,11,Greene,600,"$510,000 "
2013,11,Rensselaer,"1,500","$1,350,000 "
2013,11,Saratoga,"2,000","$1,830,000 "
